TITLE: Water balance - stream discharge from Västrabäcken catchment, north-eastern Sweden
SITES STATION: Svartberget Research Station
TIME PERIOD: 2005-04-06 - 2023-11-17
TIME RESOLUTION: Daily
TIME ZONE: UTC +1
SAMPLING POINT: Västrabäcken, C2
LATITUDE: 64.251425
LONGITUDE: 19.777804
ALTITUDE: 237.6 m a.s.l.

FILE RETRIEVED FROM: https://data.fieldsites.se
DATA POLICY: SITES data is licensed under a Creative Commons Attribution 4.0 international license (http://creativecommons.org/licenses/by/4.0/).

COMMENTS: Equation: Q = A * SL^B [m3 s-1, m], for stream level data see CSV: https://meta.fieldsites.se/objects/QjxB15TFq8Eeq-gPCzJpRYOh, Document - Description V-notch weir station see PDF: SITES_WB-Q_SVB_VAB-C2_discharge-description_from_2005.pdf - https://meta.fieldsites.se/objects/E83a9LPleWK9C2VQDxjl5o2N, Catchment area 0.119 km2
Before 2012" gaps in data are caused by freezing over winter periods and removed sensor, Gaps are filled with NaNs. Heated dam house allowed continuous measurements from 2012 onwards."
Stream can fall dry during summer periods," therefore data is filled with NaNs as precise measurements cannot be conducted, see e.g. August 2014 and July/August 2018."


PARAMETERS AND UNITS: Q (m3 s-1)

PARAMETER AND COLUMN INFO:
TIMESTAMP - Time in [YYYY-MM-DD]
Q - discharge (m3 s-1), Daily average of 5 min sampling intervals, calculated from stream level data and V-notch weir dimensions
####
TIMESTAMP,Q
2010-07-31,0.001405001
2010-08-01,0.001141027
2010-08-02,0.000701947
2010-08-03,0.000651218
2010-08-04,0.000589247
2010-08-05,0.005424109
2010-08-06,0.001595920
2010-08-07,0.000793475
2010-08-08,0.001212345
2010-08-09,0.001383092
2010-08-10,0.001491234
2010-08-11,0.001040990
2010-08-12,0.000773598
2010-08-13,0.000546813
2010-08-14,0.000394591
2010-08-15,0.000344682
2010-08-16,0.000193106
2010-08-17,0.000157954
2010-08-18,0.000125990
2010-08-19,0.000095259
2010-08-20,0.000073299
2010-08-21,0.000077656
2010-08-22,0.000148520
2010-08-23,0.000358651
2010-08-24,0.000315697
2010-08-25,0.000372293
2010-08-26,0.000522024
2010-08-27,0.000306766
2010-08-28,0.000189494
2010-08-29,0.000179669
2010-08-30,0.000270053
2010-08-31,0.000228455
2010-09-01,0.000205540
2010-09-02,0.000104551
2010-09-03,0.000072790
2010-09-04,0.000042857
2010-09-05,0.000029366
2010-09-06,0.000020447
2010-09-07,0.000015401
2010-09-08,0.000011932
2010-09-09,0.000008240
2010-09-10,0.000009710
2010-09-11,0.000008340
2010-09-12,0.000029826
2010-09-13,0.000080775
2010-09-14,0.000059730
2010-09-15,0.001492934
2010-09-16,0.001831391
2010-09-17,0.002322057
2010-09-18,0.002157006
2010-09-19,0.001394682
2010-09-20,0.000872438
2010-09-21,0.000674899
2010-09-22,0.000627759
2010-09-23,0.000636289
2010-09-24,0.000579742
2010-09-25,0.001501384
2010-09-26,0.000972961
2010-09-27,0.000636890
2010-09-28,0.000484590
2010-09-29,0.000397631
2010-09-30,0.000348726
2010-10-01,0.000323808
2010-10-02,0.000304402
2010-10-03,0.000283772
2010-10-04,0.000259015
2010-10-05,0.000234895
2010-10-06,0.000206955
2010-10-07,0.000309837
2010-10-08,0.000322247
2010-10-09,0.000332085
2010-10-10,0.000317954
2010-10-11,0.000203997
2010-10-12,0.000142605
2010-10-13,0.000135733
2010-10-14,0.000170353
2010-10-15,0.000150307
2010-10-16,0.000135240
2010-10-17,0.000134841
2010-10-18,0.000211003
2010-10-19,0.000387864
2010-10-20,0.001818105
2010-10-21,0.001092177
2010-10-22,0.000661076
2010-10-23,0.000544339
2010-10-24,0.000461610
2010-10-25,0.000402582
2010-10-26,0.000356887
2010-10-27,0.000327195
2010-10-28,0.001305692
2010-10-29,0.001255286
2010-10-30,0.000994877
2010-10-31,0.001729942
2010-11-01,0.001669581
2010-11-02,0.001181348
2010-11-03,0.001570620
2010-11-04,0.001462882
2010-11-05,0.001118332
2010-11-06,0.000902597
2010-11-07,NaN
2010-11-08,NaN
2010-11-09,NaN
2010-11-10,NaN
2010-11-11,NaN
2010-11-12,NaN
2010-11-13,NaN
2010-11-14,NaN
2010-11-15,NaN
2010-11-16,NaN
2010-11-17,NaN
2010-11-18,NaN
2010-11-19,NaN
2010-11-20,NaN
2010-11-21,NaN
2010-11-22,NaN
2010-11-23,NaN
2010-11-24,NaN
2010-11-25,NaN
2010-11-26,NaN
2010-11-27,NaN
2010-11-28,NaN
2010-11-29,NaN
2010-11-30,NaN
2010-12-01,NaN
2010-12-02,NaN
2010-12-03,NaN
2010-12-04,NaN
2010-12-05,NaN
2010-12-06,NaN
2010-12-07,NaN
2010-12-08,NaN
2010-12-09,NaN
2010-12-10,NaN
2010-12-11,NaN
2010-12-12,NaN
2010-12-13,NaN
2010-12-14,NaN
2010-12-15,NaN
2010-12-16,NaN
2010-12-17,NaN
2010-12-18,NaN
2010-12-19,NaN
2010-12-20,NaN
2010-12-21,NaN
2010-12-22,NaN
2010-12-23,NaN
2010-12-24,NaN
2010-12-25,NaN
2010-12-26,NaN
2010-12-27,NaN
2010-12-28,NaN
2010-12-29,NaN
2010-12-30,NaN
2010-12-31,NaN
2011-01-01,NaN
2011-01-02,NaN
2011-01-03,NaN
2011-01-04,NaN
2011-01-05,NaN
2011-01-06,NaN
2011-01-07,NaN
2011-01-08,NaN
2011-01-09,NaN
2011-01-10,NaN
2011-01-11,NaN
2011-01-12,NaN
2011-01-13,NaN
2011-01-14,NaN
2011-01-15,NaN
2011-01-16,NaN
2011-01-17,NaN
2011-01-18,NaN
2011-01-19,NaN
2011-01-20,NaN
2011-01-21,NaN
2011-01-22,NaN
2011-01-23,NaN
2011-01-24,NaN
2011-01-25,NaN
2011-01-26,NaN
2011-01-27,NaN
2011-01-28,NaN
2011-01-29,NaN
2011-01-30,NaN
2011-01-31,NaN
2011-02-01,NaN
2011-02-02,NaN
2011-02-03,NaN
2011-02-04,NaN
2011-02-05,NaN
2011-02-06,NaN
2011-02-07,NaN
2011-02-08,NaN
2011-02-09,NaN
2011-02-10,NaN
2011-02-11,NaN
2011-02-12,NaN
2011-02-13,NaN
2011-02-14,NaN
2011-02-15,NaN
2011-02-16,NaN
2011-02-17,NaN
2011-02-18,NaN
2011-02-19,NaN
2011-02-20,NaN
2011-02-21,NaN
2011-02-22,NaN
2011-02-23,NaN
2011-02-24,NaN
2011-02-25,NaN
2011-02-26,NaN
2011-02-27,NaN
2011-02-28,NaN
2011-03-01,NaN
2011-03-02,NaN
2011-03-03,NaN
2011-03-04,NaN
2011-03-05,NaN
2011-03-06,NaN
2011-03-07,NaN
2011-03-08,NaN
2011-03-09,NaN
2011-03-10,NaN
2011-03-11,NaN
2011-03-12,NaN
2011-03-13,NaN
2011-03-14,NaN
2011-03-15,NaN
2011-03-16,NaN
2011-03-17,NaN
2011-03-18,NaN
2011-03-19,NaN
2011-03-20,NaN
2011-03-21,NaN
2011-03-22,NaN
2011-03-23,NaN
2011-03-24,NaN
2011-03-25,NaN
2011-03-26,NaN
2011-03-27,NaN
2011-03-28,NaN
2011-03-29,NaN
2011-03-30,NaN
2011-03-31,NaN
2011-04-01,NaN
2011-04-02,NaN
2011-04-03,NaN
2011-04-04,NaN
2011-04-05,NaN
2011-04-06,NaN
2011-04-07,NaN
2011-04-08,NaN
2011-04-09,NaN
2011-04-10,NaN
2011-04-11,NaN
2011-04-12,NaN
2011-04-13,NaN
2011-04-14,NaN
2011-04-15,NaN
2011-04-16,NaN
2011-04-17,NaN
2011-04-18,NaN
2011-04-19,NaN
2011-04-20,NaN
2011-04-21,NaN
2011-04-22,NaN
2011-04-23,NaN
2011-04-24,NaN
2011-04-25,NaN
2011-04-26,NaN
2011-04-27,NaN
2011-04-28,NaN
2011-04-29,NaN
2011-04-30,NaN
2011-05-01,NaN
2011-05-02,NaN
2011-05-03,NaN
2011-05-04,NaN
2011-05-05,NaN
2011-05-06,NaN
2011-05-07,NaN
2011-05-08,NaN
2011-05-09,NaN
2011-05-10,NaN
2011-05-11,NaN
2011-05-12,NaN
2011-05-13,NaN
2011-05-14,NaN
2011-05-15,NaN
2011-05-16,NaN
2011-05-17,NaN
2011-05-18,NaN
2011-05-19,NaN
2011-05-20,NaN
2011-05-21,NaN
2011-05-22,0.000989551
2011-05-23,0.001160574
2011-05-24,0.001289690
2011-05-25,0.000976170
2011-05-26,0.000702851
2011-05-27,0.000665501
2011-05-28,0.000985320
2011-05-29,0.000981501
2011-05-30,0.000879413
2011-05-31,0.000638229
2011-06-01,0.001152590
2011-06-02,0.000922556
2011-06-03,0.000586693
2011-06-04,0.000450364
2011-06-05,0.000340129
2011-06-06,0.000269904
2011-06-07,0.000225333
2011-06-08,0.000179384
2011-06-09,0.000123750
2011-06-10,0.000094596
2011-06-11,NaN
2011-06-12,NaN
2011-06-13,NaN
2011-06-14,NaN
2011-06-15,NaN
2011-06-16,NaN
2011-06-17,NaN
2011-06-18,NaN
2011-06-19,NaN
2011-06-20,0.000447606
2011-06-21,0.000322331
2011-06-22,0.000332450
2011-06-23,0.000133566
2011-06-24,0.002520686
2011-06-25,0.001824039
2011-06-26,0.002225275
2011-06-27,0.002530931
2011-06-28,0.001029736
2011-06-29,0.000511650
2011-06-30,0.000283014
2011-07-01,0.000183771
2011-07-02,0.000167187
2011-07-03,0.000117499
2011-07-04,0.000072227
2011-07-05,0.000044433
2011-07-06,0.000030244
2011-07-07,0.000025232
2011-07-08,0.000021223
2011-07-09,0.000017911
2011-07-10,0.000016213
2011-07-11,0.000015583
2011-07-12,NaN
2011-07-13,NaN
2011-07-14,NaN
2011-07-15,NaN
2011-07-16,NaN
2011-07-17,NaN
2011-07-18,NaN
2011-07-19,NaN
2011-07-20,NaN
2011-07-21,NaN
2011-07-22,NaN
2011-07-23,NaN
2011-07-24,NaN
2011-07-25,NaN
2011-07-26,NaN
2011-07-27,NaN
2011-07-28,NaN
2011-07-29,NaN
2011-07-30,NaN
2011-07-31,NaN
2011-08-01,NaN
2011-08-02,NaN
2011-08-03,NaN
2011-08-04,NaN
2011-08-05,NaN
2011-08-06,NaN
2011-08-07,NaN
2011-08-08,NaN
2011-08-09,0.000274260
2011-08-10,0.000139073
2011-08-11,NaN
2011-08-12,NaN
2011-08-13,NaN
2011-08-14,NaN
2011-08-15,NaN
2011-08-16,NaN
2011-08-17,0.000005860
2011-08-18,0.000052933
2011-08-19,0.000126106
2011-08-20,0.000093469
2011-08-21,0.000054391
2011-08-22,0.000129097
2011-08-23,0.000939070
2011-08-24,0.000423654
2011-08-25,0.000178343
2011-08-26,0.000152671
2011-08-27,0.000141019
2011-08-28,0.000140819
2011-08-29,0.000112136
2011-08-30,0.000065293
2011-08-31,0.000039147
2011-09-01,0.000015931
2011-09-02,0.000008010
2011-09-03,0.000007500
2011-09-04,0.000016317
2011-09-05,0.000027262
2011-09-06,0.000029118
2011-09-07,0.001677816
2011-09-08,0.003985429
2011-09-09,0.001829592
2011-09-10,0.001485212
2011-09-11,0.001037047
2011-09-12,0.002203215
2011-09-13,0.002565321
2011-09-14,0.012091622
2011-09-15,0.005380575
2011-09-16,0.002594512
2011-09-17,0.001875931
2011-09-18,0.001448774
2011-09-19,0.001121039
2011-09-20,0.001634404
2011-09-21,0.001431957
2011-09-22,0.002222041
2011-09-23,0.002988716
2011-09-24,0.002017529
2011-09-25,0.001433053
2011-09-26,0.001200730
2011-09-27,0.002100716
2011-09-28,0.001551381
2011-09-29,0.001545419
2011-09-30,0.001384014
2011-10-01,NaN
2011-10-02,NaN
2011-10-03,NaN
2011-10-04,0.001383116
2011-10-05,0.001581056
2011-10-06,NaN
2011-10-07,0.001821437
2011-10-08,0.001837580
2011-10-09,0.001444654
2011-10-10,0.001141781
2011-10-11,0.001013726
2011-10-12,0.000840386
2011-10-13,NaN
2011-10-14,NaN
2011-10-15,NaN
2011-10-16,NaN
2011-10-17,NaN
2011-10-18,NaN
2011-10-19,NaN
2011-10-20,NaN
2011-10-21,NaN
2011-10-22,NaN
2011-10-23,NaN
2011-10-24,NaN
2011-10-25,NaN
2011-10-26,NaN
2011-10-27,NaN
2011-10-28,NaN
2011-10-29,NaN
2011-10-30,NaN
2011-10-31,NaN
2011-11-01,NaN
2011-11-02,NaN
2011-11-03,NaN
2011-11-04,NaN
2011-11-05,NaN
2011-11-06,NaN
2011-11-07,NaN
2011-11-08,NaN
2011-11-09,NaN
2011-11-10,NaN
2011-11-11,NaN
2011-11-12,NaN
2011-11-13,NaN
2011-11-14,NaN
2011-11-15,NaN
2011-11-16,NaN
2011-11-17,NaN
2011-11-18,NaN
2011-11-19,NaN
2011-11-20,NaN
2011-11-21,NaN
2011-11-22,NaN
2011-11-23,NaN
2011-11-24,NaN
2011-11-25,NaN
2011-11-26,NaN
2011-11-27,NaN
2011-11-28,NaN
2011-11-29,NaN
2011-11-30,NaN
2011-12-01,NaN
2011-12-02,NaN
2011-12-03,NaN
2011-12-04,NaN
2011-12-05,NaN
2011-12-06,NaN
2011-12-07,NaN
2011-12-08,NaN
2011-12-09,NaN
2011-12-10,NaN
2011-12-11,NaN
2011-12-12,NaN
2011-12-13,NaN
2011-12-14,0.001506281
2011-12-15,0.002529082
2011-12-16,0.001630088
2011-12-17,0.001239513
2011-12-18,0.001090146
2011-12-19,0.000994376
2011-12-20,0.000882083
2011-12-21,0.000796594
2011-12-22,0.000731543
2011-12-23,0.000734975
2011-12-24,0.000699847
2011-12-25,0.000658146
2011-12-26,0.000976899
2011-12-27,0.000971518
2011-12-28,0.000742460
2011-12-29,0.000753127
2011-12-30,0.000650365
2011-12-31,0.000562961
2012-01-01,0.000504246
2012-01-02,0.000532240
2012-01-03,0.000565993
2012-01-04,0.000584116
2012-01-05,0.000572337
2012-01-06,0.000476206
2012-01-07,0.000443353
2012-01-08,0.000412119
2012-01-09,0.000389750
2012-01-10,0.000394313
2012-01-11,0.000401116
2012-01-12,0.000417298
2012-01-13,0.000381278
2012-01-14,0.000335210
2012-01-15,0.000311726
2012-01-16,0.000325572
2012-01-17,0.000311726
2012-01-18,0.000315550
2012-01-19,0.000340425
2012-01-20,0.000314782
2012-01-21,0.000303352
2012-01-22,0.000296222
2012-01-23,0.000281136
2012-01-24,0.000265800
2012-01-25,0.000248664
2012-01-26,0.000245880
2012-01-27,0.000241056
2012-01-28,0.000228047
2012-01-29,0.000213132
2012-01-30,0.000199117
2012-01-31,0.000185655
2012-02-01,0.000172740
2012-02-02,0.000160365
2012-02-03,0.000148523
2012-02-04,0.000137548
2012-02-05,0.000133281
2012-02-06,0.000133664
2012-02-07,0.000125595
2012-02-08,0.000123128
2012-02-09,0.000126437
2012-02-10,0.000127163
2012-02-11,0.000132837
2012-02-12,0.000145174
2012-02-13,0.000150857
2012-02-14,0.000149085
2012-02-15,0.000145231
2012-02-16,0.000134053
2012-02-17,0.000135817
2012-02-18,0.000134484
2012-02-19,0.000147357
2012-02-20,0.000142578
2012-02-21,0.000146166
2012-02-22,0.000144317
2012-02-23,0.000156330
2012-02-24,0.000143984
2012-02-25,0.000141989
2012-02-26,0.000129071
2012-02-27,0.000128958
2012-02-28,0.000148262
2012-02-29,0.000145307
2012-03-01,NaN
2012-03-02,NaN
2012-03-03,NaN
2012-03-04,NaN
2012-03-05,NaN
2012-03-06,NaN
2012-03-07,NaN
2012-03-08,NaN
2012-03-09,NaN
2012-03-10,NaN
2012-03-11,NaN
2012-03-12,NaN
2012-03-13,NaN
2012-03-14,NaN
2012-03-15,NaN
2012-03-16,NaN
2012-03-17,NaN
2012-03-18,NaN
2012-03-19,NaN
2012-03-20,NaN
2012-03-21,NaN
2012-03-22,NaN
2012-03-23,NaN
2012-03-24,NaN
2012-03-25,NaN
2012-03-26,NaN
2012-03-27,NaN
2012-03-28,NaN
2012-03-29,NaN
2012-03-30,NaN
2012-03-31,NaN
2012-04-01,NaN
2012-04-02,NaN
2012-04-03,NaN
2012-04-04,NaN
2012-04-05,NaN
2012-04-06,NaN
2012-04-07,NaN
2012-04-08,NaN
2012-04-09,NaN
2012-04-10,NaN
2012-04-11,NaN
2012-04-12,NaN
2012-04-13,NaN
2012-04-14,NaN
2012-04-15,NaN
2012-04-16,NaN
2012-04-17,0.000795025
2012-04-18,0.000775091
2012-04-19,0.000719081
2012-04-20,0.000691055
2012-04-21,0.000673335
2012-04-22,0.000628407
2012-04-23,0.000642678
2012-04-24,0.001309884
2012-04-25,0.001989675
2012-04-26,0.002300195
2012-04-27,0.006537146
2012-04-28,0.006285849
2012-04-29,0.005276417
2012-04-30,0.005503303
2012-05-01,0.006222641
2012-05-02,0.006914002
2012-05-03,0.006480027
2012-05-04,0.005211137
2012-05-05,0.004775843
2012-05-06,0.005601323
2012-05-07,0.005122121
2012-05-08,0.005322885
2012-05-09,0.006168664
2012-05-10,0.007394071
2012-05-11,0.010099114
2012-05-12,0.011112727
2012-05-13,0.008070697
2012-05-14,0.011274075
2012-05-15,0.013564909
2012-05-16,0.013829700
2012-05-17,0.013973344
2012-05-18,0.012770885
2012-05-19,0.010426236
2012-05-20,0.009012548
2012-05-21,0.007064551
2012-05-22,0.005773313
2012-05-23,0.004820718
2012-05-24,0.003943079
2012-05-25,0.003277872
2012-05-26,0.002606985
2012-05-27,0.002128879
2012-05-28,0.001786113
2012-05-29,0.001486167
2012-05-30,0.001287647
2012-05-31,0.001129112
2012-06-01,0.001183958
2012-06-02,0.001536898
2012-06-03,0.004362637
2012-06-04,0.002637611
2012-06-05,0.002090781
2012-06-06,0.002096653
2012-06-07,0.002337176
2012-06-08,0.001411440
2012-06-09,0.001127765
2012-06-10,0.002335007
2012-06-11,0.003729209
2012-06-12,0.002195302
2012-06-13,0.001337695
2012-06-14,0.001029917
2012-06-15,0.000858230
2012-06-16,0.000679192
2012-06-17,0.000807987
2012-06-18,0.000728108
2012-06-19,0.001346048
2012-06-20,0.002048801
2012-06-21,0.000961024
2012-06-22,0.000632617
2012-06-23,0.000484456
2012-06-24,0.000395518
2012-06-25,0.000336015
2012-06-26,0.000433561
2012-06-27,0.000699320
2012-06-28,0.000390869
2012-06-29,0.000300980
2012-06-30,0.000567847
2012-07-01,0.000667270
2012-07-02,0.002250775
2012-07-03,0.000854330
2012-07-04,0.000469677
2012-07-05,0.000315584
2012-07-06,0.000220463
2012-07-07,0.000164053
2012-07-08,0.000606072
2012-07-09,0.000567981
2012-07-10,0.000313399
2012-07-11,0.000342976
2012-07-12,0.000318429
2012-07-13,0.000568766
2012-07-14,0.001447342
2012-07-15,0.002009665
2012-07-16,0.001133653
2012-07-17,0.000537600
2012-07-18,0.000319388
2012-07-19,0.000418866
2012-07-20,0.000432239
2012-07-21,0.000225870
2012-07-22,0.000177719
2012-07-23,0.000190201
2012-07-24,0.000156433
2012-07-25,0.000112687
2012-07-26,0.000075929
2012-07-27,0.000047134
2012-07-28,0.000027686
2012-07-29,0.000021517
2012-07-30,0.000030755
2012-07-31,0.000044864
2012-08-01,0.000265674
2012-08-02,0.001062310
2012-08-03,0.000790698
2012-08-04,0.000734821
2012-08-05,0.000569750
2012-08-06,0.000300884
2012-08-07,0.000210721
2012-08-08,0.000179441
2012-08-09,0.000170782
2012-08-10,0.000301235
2012-08-11,0.000154292
2012-08-12,0.000102184
2012-08-13,0.000067434
2012-08-14,0.000036380
2012-08-15,0.000026722
2012-08-16,0.000020874
2012-08-17,0.000017821
2012-08-18,0.000019559
2012-08-19,0.000021988
2012-08-20,0.000013675
2012-08-21,0.000015217
2012-08-22,0.000015797
2012-08-23,0.000000594
2012-08-24,NaN
2012-08-25,NaN
2012-08-26,NaN
2012-08-27,0.011067432
2012-08-28,0.003704709
2012-08-29,0.001383466
2012-08-30,0.000932907
2012-08-31,0.001097929
2012-09-01,0.001876779
2012-09-02,0.001405314
2012-09-03,0.001100523
2012-09-04,0.000856862
2012-09-05,0.001464126
2012-09-06,0.000830544
2012-09-07,0.000723210
2012-09-08,0.000610638
2012-09-09,0.000471926
2012-09-10,0.000414687
2012-09-11,0.000446641
2012-09-12,0.000625204
2012-09-13,0.000449995
2012-09-14,0.000422687
2012-09-15,0.000567579
2012-09-16,0.000388919
2012-09-17,0.000581591
2012-09-18,0.001321385
2012-09-19,0.000815168
2012-09-20,0.000664116
2012-09-21,0.000577402
2012-09-22,0.000435485
2012-09-23,0.000371965
2012-09-24,0.000310025
2012-09-25,0.000274796
2012-09-26,0.000270606
2012-09-27,0.002531526
2012-09-28,0.001654081
2012-09-29,0.000980110
2012-09-30,0.001146752
2012-10-01,0.000919209
2012-10-02,0.001276756
2012-10-03,0.001249327
2012-10-04,0.002004443
2012-10-05,0.002886950
2012-10-06,0.014686509
2012-10-07,0.004184948
2012-10-08,0.003264075
2012-10-09,0.002412776
2012-10-10,0.001925793
2012-10-11,0.001584669
2012-10-12,0.001352867
2012-10-13,0.001232984
2012-10-14,0.002015047
2012-10-15,0.001805460
2012-10-16,0.001619327
2012-10-17,0.002242382
2012-10-18,0.003553312
2012-10-19,0.003031737
2012-10-20,0.002238755
2012-10-21,0.001658213
2012-10-22,0.001386227
2012-10-23,0.001318245
2012-10-24,0.001310923
2012-10-25,0.001189643
2012-10-26,0.001056863
2012-10-27,0.000949944
2012-10-28,0.000859251
2012-10-29,0.000777550
2012-10-30,0.000970063
2012-10-31,0.001296438
2012-11-01,0.001880469
2012-11-02,0.002759329
2012-11-03,0.004529569
2012-11-04,0.003035583
2012-11-05,0.002030274
2012-11-06,0.001584924
2012-11-07,0.001376832
2012-11-08,0.001144395
2012-11-09,0.000999297
2012-11-10,0.001040323
2012-11-11,0.002045118
2012-11-12,0.005082749
2012-11-13,0.002711616
2012-11-14,0.001873909
2012-11-15,0.001568807
2012-11-16,0.001357374
2012-11-17,0.001253062
2012-11-18,0.001324789
2012-11-19,0.001237211
2012-11-20,0.001072593
2012-11-21,0.001020113
2012-11-22,0.001230666
2012-11-23,0.001465246
2012-11-24,0.001429773
2012-11-25,0.002135883
2012-11-26,0.001760951
2012-11-27,0.001441941
2012-11-28,0.001266709
2012-11-29,0.001121647
2012-11-30,0.000963504
2012-12-01,0.000890694
2012-12-02,0.000891443
2012-12-03,0.000827239
2012-12-04,0.000744208
2012-12-05,0.000600249
2012-12-06,0.000535913
2012-12-07,0.000514636
2012-12-08,0.000505515
2012-12-09,0.000528084
2012-12-10,0.000532875
2012-12-11,0.000509470
2012-12-12,0.000475587
2012-12-13,0.000484907
2012-12-14,0.000506497
2012-12-15,0.000521927
2012-12-16,0.000538569
2012-12-17,0.000545868
2012-12-18,0.000551243
2012-12-19,0.000541085
2012-12-20,0.000525082
2012-12-21,0.000508643
2012-12-22,0.000485208
2012-12-23,0.000466069
2012-12-24,0.000455423
2012-12-25,0.000426607
2012-12-26,0.000396536
2012-12-27,0.000397805
2012-12-28,0.000357076
2012-12-29,0.000326726
2012-12-30,0.000519083
2012-12-31,0.000921850
2013-01-01,0.000625170
2013-01-02,0.000508266
2013-01-03,0.000458832
2013-01-04,0.000428998
2013-01-05,0.000387329
2013-01-06,0.000371170
2013-01-07,0.000362035
2013-01-08,0.000359600
2013-01-09,0.000349731
2013-01-10,0.000333217
2013-01-11,0.000322958
2013-01-12,0.000312040
2013-01-13,0.000304036
2013-01-14,0.000292148
2013-01-15,0.000272446
2013-01-16,0.000258291
2013-01-17,0.000240550
2013-01-18,0.000217494
2013-01-19,0.000215686
2013-01-20,0.000204229
2013-01-21,0.000192061
2013-01-22,0.000191950
2013-01-23,0.000189926
2013-01-24,0.000182123
2013-01-25,0.000174336
2013-01-26,0.000173074
2013-01-27,0.000168350
2013-01-28,0.000172357
2013-01-29,0.000172543
2013-01-30,0.000188998
2013-01-31,0.000213834
2013-02-01,0.000177683
2013-02-02,0.000172252
2013-02-03,0.000163508
2013-02-04,0.000165368
2013-02-05,0.000168183
2013-02-06,0.000155241
2013-02-07,0.000146432
2013-02-08,0.000142678
2013-02-09,0.000134997
2013-02-10,0.000128600
2013-02-11,0.000126856
2013-02-12,0.000123458
2013-02-13,0.000123556
2013-02-14,0.000126131
2013-02-15,0.000129670
2013-02-16,0.000130657
2013-02-17,0.000132378
2013-02-18,0.000132645
2013-02-19,0.000133645
2013-02-20,0.000130089
2013-02-21,0.000130305
2013-02-22,0.000126865
2013-02-23,0.000121244
2013-02-24,0.000121244
2013-02-25,0.000121244
2013-02-26,0.000137767
2013-02-27,0.000197022
2013-02-28,0.000281118
2013-03-01,0.000254721
2013-03-02,0.000205803
2013-03-03,0.000179699
2013-03-04,0.000159558
2013-03-05,0.000154162
2013-03-06,0.000144866
2013-03-07,0.000140666
2013-03-08,0.000139910
2013-03-09,0.000134561
2013-03-10,0.000132374
2013-03-11,0.000129183
2013-03-12,0.000122656
2013-03-13,0.000111524
2013-03-14,0.000097600
2013-03-15,0.000089521
2013-03-16,0.000085732
2013-03-17,0.000084408
2013-03-18,0.000081971
2013-03-19,0.000082089
2013-03-20,0.000078534
2013-03-21,0.000076159
2013-03-22,0.000074802
2013-03-23,0.000074723
2013-03-24,0.000073500
2013-03-25,0.000072856
2013-03-26,0.000072291
2013-03-27,0.000069461
2013-03-28,0.000068649
2013-03-29,0.000064894
2013-03-30,0.000064021
2013-03-31,0.000061318
2013-04-01,0.000059747
2013-04-02,0.000059809
2013-04-03,0.000058848
2013-04-04,0.000056507
2013-04-05,0.000056456
2013-04-06,0.000054482
2013-04-07,0.000055685
2013-04-08,0.000052992
2013-04-09,0.000050998
2013-04-10,0.000050193
2013-04-11,0.000050998
2013-04-12,0.000050556
2013-04-13,0.000051308
2013-04-14,0.000052359
2013-04-15,0.000130203
2013-04-16,0.000298919
2013-04-17,0.000499059
2013-04-18,0.000636912
2013-04-19,0.001353506
2013-04-20,0.001940132
2013-04-21,0.001634518
2013-04-22,0.002302151
2013-04-23,0.002479025
2013-04-24,0.002614491
2013-04-25,0.003247831
2013-04-26,0.003164619
2013-04-27,0.003074434
2013-04-28,0.002874253
2013-04-29,0.003315252
2013-04-30,0.004823408
2013-05-01,0.004381190
2013-05-02,0.003628514
2013-05-03,0.003776088
2013-05-04,0.004152752
2013-05-05,0.005111193
2013-05-06,0.007429464
2013-05-07,0.009892271
2013-05-08,0.007823242
2013-05-09,0.010488681
2013-05-10,0.009823563
2013-05-11,0.008424991
2013-05-12,0.007450544
2013-05-13,0.006180873
2013-05-14,0.005251990
2013-05-15,0.005639057
2013-05-16,0.003713226
2013-05-17,0.003015898
2013-05-18,0.002664692
2013-05-19,0.002316047
2013-05-20,0.002069469
2013-05-21,0.001839280
2013-05-22,0.001570820
2013-05-23,0.001343834
2013-05-24,0.001172277
2013-05-25,0.001044222
2013-05-26,0.000905945
2013-05-27,0.000803663
2013-05-28,0.000719634
2013-05-29,0.000598129
2013-05-30,0.000496886
2013-05-31,0.000405717
2013-06-01,0.000354306
2013-06-02,0.000467594
2013-06-03,0.000412590
2013-06-04,0.000389099
2013-06-05,0.000340374
2013-06-06,0.000255811
2013-06-07,0.000191525
2013-06-08,0.000163869
2013-06-09,0.000112514
2013-06-10,0.000155918
2013-06-11,0.000357908
2013-06-12,0.001030960
2013-06-13,0.000587240
2013-06-14,0.001431394
2013-06-15,0.001297613
2013-06-16,0.000603985
2013-06-17,0.000475727
2013-06-18,0.000365570
2013-06-19,0.000217020
2013-06-20,0.000286651
2013-06-21,0.000263150
2013-06-22,0.000400251
2013-06-23,0.000405186
2013-06-24,0.000201651
2013-06-25,0.000118032
2013-06-26,0.000062247
2013-06-27,0.001693545
2013-06-28,0.000975547
2013-06-29,0.000548285
2013-06-30,0.000361176
2013-07-01,0.000222313
2013-07-02,0.011481307
2013-07-03,0.004471573
2013-07-04,0.001735875
2013-07-05,0.001236086
2013-07-06,0.000979561
2013-07-07,0.000624438
2013-07-08,0.000466667
2013-07-09,0.000411590
2013-07-10,0.000473477
2013-07-11,0.000325260
